id,title,description,price,product_type,specifications
9190021_7,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",149.5 USD,Open Catalogue > Restaurant > Furniture,"Design:Meshback,Color:Red"
9190022_1,CAC Bowl,"""These bowls are oven, dishwasher, and microwave safe and choose from the ceramic blue bowls for fruits or soups, or round porcelain serving trays for the presentation that best fits your restaurant.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Material:Porcelain,Diameter:8 inch"
9190022_2,CAC Bowl,"""These bowls are oven, dishwasher, and microwave safe and choose from the ceramic blue bowls for fruits or soups, or round porcelain serving trays for the presentation that best fits your restaurant.""",11.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Material:Porcelain,Diameter:10 inch"
9190022_3,CAC Bowl,"""These bowls are oven, dishwasher, and microwave safe and choose from the ceramic blue bowls for fruits or soups, or round porcelain serving trays for the presentation that best fits your restaurant.""",12.25 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Material:Ceramic,Diameter:4 inch"
9190022_4,CAC Bowl,"""These bowls are oven, dishwasher, and microwave safe and choose from the ceramic blue bowls for fruits or soups, or round porcelain serving trays for the presentation that best fits your restaurant.""",5.75 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Material:Ceramic,Diameter:5 inch"
9190022_5,CAC Bowl,"""These bowls are oven, dishwasher, and microwave safe and choose from the ceramic blue bowls for fruits or soups, or round porcelain serving trays for the presentation that best fits your restaurant.""",7.75 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Material:Ceramic,Diameter:9 inch"
9190023_1,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Lines,Color:Blue"
9190023_2,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Lines,Color:Black"
9190023_3,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Lines,Color:Green"
9190023_4,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Spots,Color:Black"
9190023_5,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Spots,Color:Green"
9190023_6,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Spots,Color:Orange"
9190023_7,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Spots,Color:Red"
9190023_8,Grosfillex Chair,"""This chair is a 21in. wide, indoor/outdoor stacking resin side chair from Grosfillex with a back with circles cutout and a colored seat. The stacking side chair is designed for versatility and perfect for any environment including food courts, colleges, cafeterias, airports, shopping malls, or hospitals.""",129.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Spots,Color:Tan"
9190024_1,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Hammered,Color:Silver,Material:Stainless Steel"
9190024_2,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Oval,Color:Silver,Material:Stainless Steel"
9190024_3,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Satin,Color:Silver,Material:Stainless Steel"
9190024_4,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Wire,Color:Silver,Material:Stainless Steel"
9190024_5,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Plain,Color:Gray,Material:Porcelain"
9190024_6,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Taupe,Material:Porcelain"
9190024_7,American Metalcraft Fry-Cup,"""The assorted fry cups from American Metalcraft are a great complement for any commercial kitchen and is a fascinating way to present appetizers at your restaurant, bar, or cafe. Manufactered from top-quality stainless steel or porcelain, these fry cups are extremely durable and reliable.""",7.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Plain,Color:White,Material:Porcelain"
9190025_1,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Jalapeno,Size:14 Ounces"
9190025_2,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:No Salt,Size:14 Ounces"
9190025_3,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Organic,Size:14 Ounces"
9190025_4,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Sriracha,Size:14 Ounces"
9190025_5,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Standard,Size:20 Ounces"
9190025_6,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Standard,Size:32 Ounces"
9190025_7,Heinz Ketchup,"""HEINZ Tomato Ketchup is the #1 selling household ketchup brand. The tomatoes in every product come from HEINZ seeds and are grown by farmers we know and trust. The result is delicious ketchup made from only the firmest, juiciest, freshest tomatoes.""",1.79 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Fridge Fit,Size:64 Ounces"
9190026_1,Empura Merchandiser,"""The 2 door Empura merchandiser refrigerator has a 42 cu. ft. capacity and LED interior lighting with double-pane sliding glass doors that are self-closing with easy grab handles. The 3 door merchandiser refrigerator has heavy-duty polyethylene coated adjustable wire shelves, LED lighting, and swinging doors with a 75 cu. ft. capacity.""",917.88 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:2 door,Color:Black"
9190026_2,Empura Merchandiser,"""The 2 door Empura merchandiser refrigerator has a 42 cu. ft. capacity and LED interior lighting with double-pane sliding glass doors that are self-closing with easy grab handles. The 3 door merchandiser refrigerator has heavy-duty polyethylene coated adjustable wire shelves, LED lighting, and swinging doors with a 75 cu. ft. capacity.""",917.88 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:2 door,Color:White"
9190026_3,Empura Merchandiser,"""The 2 door Empura merchandiser refrigerator has a 42 cu. ft. capacity and LED interior lighting with double-pane sliding glass doors that are self-closing with easy grab handles. The 3 door merchandiser refrigerator has heavy-duty polyethylene coated adjustable wire shelves, LED lighting, and swinging doors with a 75 cu. ft. capacity.""",1825.0 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:3 door,Color:Black"
9190026_4,Empura Merchandiser,"""The 2 door Empura merchandiser refrigerator has a 42 cu. ft. capacity and LED interior lighting with double-pane sliding glass doors that are self-closing with easy grab handles. The 3 door merchandiser refrigerator has heavy-duty polyethylene coated adjustable wire shelves, LED lighting, and swinging doors with a 75 cu. ft. capacity.""",1825.0 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:3 door,Color:White"
9190027_1,OXO Pizza Cutter,"""Whether you prefer squares or triangles, you can slice your fresh pie with this pizza cutter. Grab hold of the single-piece plastic handle and start guiding the stainless-steel wheel through the delicious dish.""",8.49 USD,Open Catalogue > Restaurant > Cutlery,"Size:2 inch blade,Color:Black"
9190027_2,OXO Pizza Cutter,"""Whether you prefer squares or triangles, you can slice your fresh pie with this pizza cutter. Grab hold of the single-piece plastic handle and start guiding the stainless-steel wheel through the delicious dish.""",8.49 USD,Open Catalogue > Restaurant > Cutlery,"Size:2 inch blade,Color:White"
9190027_3,OXO Pizza Cutter,"""Whether you prefer squares or triangles, you can slice your fresh pie with this pizza cutter. Grab hold of the single-piece plastic handle and start guiding the stainless-steel wheel through the delicious dish.""",12.99 USD,Open Catalogue > Restaurant > Cutlery,"Size:4 inch blade,Color:Black"
9190027_4,OXO Pizza Cutter,"""Whether you prefer squares or triangles, you can slice your fresh pie with this pizza cutter. Grab hold of the single-piece plastic handle and start guiding the stainless-steel wheel through the delicious dish.""",12.99 USD,Open Catalogue > Restaurant > Cutlery,"Size:4 inch blade,Color:White"
9190027_5,OXO Pizza Cutter,"""Whether you prefer squares or triangles, you can slice your fresh pie with this pizza cutter. Grab hold of the single-piece plastic handle and start guiding the stainless-steel wheel through the delicious dish.""",12.99 USD,Open Catalogue > Restaurant > Cutlery,"Size:4 inch blade,Color:Wood Color"
9190028_1,Mayne Planter,These polyethylene planters from Mayne come in two different models with a variety of colors to fit your restaurant's design. The weather-proof and ultra-tough construction of these planters are made with molded linear low density polyethylene (LLDPE) that makes them durable and virtually maintenance free.,369.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Kobi,Color:Black"
9190028_2,Mayne Planter,These polyethylene planters from Mayne come in two different models with a variety of colors to fit your restaurant's design. The weather-proof and ultra-tough construction of these planters are made with molded linear low density polyethylene (LLDPE) that makes them durable and virtually maintenance free.,369.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Kobi,Color:Ivory"
9190028_3,Mayne Planter,These polyethylene planters from Mayne come in two different models with a variety of colors to fit your restaurant's design. The weather-proof and ultra-tough construction of these planters are made with molded linear low density polyethylene (LLDPE) that makes them durable and virtually maintenance free.,369.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Kobi,Color:Red"
9190028_4,Mayne Planter,These polyethylene planters from Mayne come in two different models with a variety of colors to fit your restaurant's design. The weather-proof and ultra-tough construction of these planters are made with molded linear low density polyethylene (LLDPE) that makes them durable and virtually maintenance free.,219.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Valencia,Color:Blue"
9190028_5,Mayne Planter,These polyethylene planters from Mayne come in two different models with a variety of colors to fit your restaurant's design. The weather-proof and ultra-tough construction of these planters are made with molded linear low density polyethylene (LLDPE) that makes them durable and virtually maintenance free.,219.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Valencia,Color:Black"
9190028_6,Mayne Planter,These polyethylene planters from Mayne come in two different models with a variety of colors to fit your restaurant's design. The weather-proof and ultra-tough construction of these planters are made with molded linear low density polyethylene (LLDPE) that makes them durable and virtually maintenance free.,219.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Valencia,Color:Green"
9190029_1,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",3.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Fork,Color:Black"
9190029_2,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",3.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Knife,Color:Black"
9190029_3,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",3.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Spoon,Color:Black"
9190029_4,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Set,Color:Black"
9190029_5,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",3.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Fork,Color:White"
9190029_6,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",3.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Knife,Color:White"
9190029_7,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",3.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Spoon,Color:White"
9190029_8,Dixie Plastic Cutlery,"""Heavyweight cutlery is the next best thing to silverware. Spend less time cleaning and more time getting work done by choosing heavyweight utensils. No matter what your meal entails, these heavyweight utensils are up to the task.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Consumables,"Type:Set,Color:White"
9190030_1,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",39.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Tray,Diemnsions:10x5"
9190030_2,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",59.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Tray,Diemnsions:14x7"
9190030_3,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",69.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Tray,Diemnsions:16x8"
9190030_4,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",39.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Plain,Diemnsions:10x10"
9190030_5,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",59.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Plain,Diemnsions:7x7"
9190030_6,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",69.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Speckled,Diemnsions:10x10"
9190030_7,CAC Platter,"""These beautiful serving platters are crafted from white porcelain and come in various shapes and sizes for any desired presentation, be it desserts or appetizers. Functional or decorative, these platters are sure to make an impression on the customer, and being stain-resistant, will continue to present a professional quality in your restaurant.""",39.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Speckled,Diemnsions:13x7"
9190031_1,CAC Saucer,"""These CAC china porcelain and ceramic saucers all come in at a 6in. diamater with different designs to suit the theme of your restaurant. Every variety is dishwasher, microwave, and oven safe, allowing you to go directly from the table, to dishwasher, to preparation.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Line,Color:Blue"
9190031_2,CAC Saucer,"""These CAC china porcelain and ceramic saucers all come in at a 6in. diamater with different designs to suit the theme of your restaurant. Every variety is dishwasher, microwave, and oven safe, allowing you to go directly from the table, to dishwasher, to preparation.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Line,Color:Green"
9190031_3,CAC Saucer,"""These CAC china porcelain and ceramic saucers all come in at a 6in. diamater with different designs to suit the theme of your restaurant. Every variety is dishwasher, microwave, and oven safe, allowing you to go directly from the table, to dishwasher, to preparation.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Rainbow,Color:Blue"
9190031_4,CAC Saucer,"""These CAC china porcelain and ceramic saucers all come in at a 6in. diamater with different designs to suit the theme of your restaurant. Every variety is dishwasher, microwave, and oven safe, allowing you to go directly from the table, to dishwasher, to preparation.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Rainbow,Color:Green"
9190031_5,CAC Saucer,"""These CAC china porcelain and ceramic saucers all come in at a 6in. diamater with different designs to suit the theme of your restaurant. Every variety is dishwasher, microwave, and oven safe, allowing you to go directly from the table, to dishwasher, to preparation.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Speckled,Color:Coffee"
9190031_6,CAC Saucer,"""These CAC china porcelain and ceramic saucers all come in at a 6in. diamater with different designs to suit the theme of your restaurant. Every variety is dishwasher, microwave, and oven safe, allowing you to go directly from the table, to dishwasher, to preparation.""",9.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Design:Speckled,Color:Green"
9190032_1,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Vinyl,Shape:Square,Color:Blue"
9190032_2,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Vinyl,Shape:Square,Color:Red"
9190032_3,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Vinyl,Shape:Square,Color:Green"
9190032_4,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Vinyl,Shape:Rectangle,Color:Blue"
9190032_5,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Vinyl,Shape:Rectangle,Color:Red"
9190032_6,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Vinyl,Shape:Rectangle,Color:Green"
9190032_7,Table Linen,"""These table covers are the perfect solution for picnics, catered events, and family-friendly restaurants. Utilize the quick clean up of disposable covers made of poly paper cellutex, or the durability of easy-to-clean vinyl covers for any dining area related needs.""",15.99 USD,Open Catalogue > Restaurant > Tabletop,"Type:Paper,Shape:Roll,Color:White"
9190033_1,Master-Bilt Walk-in-freezer,"""The Master-Bilt walk-in-freezer is 7'9 wide 8'6 tall insulated indoor walk-in freezer from Master-Bilt with variable depths and comes in heavy duty or standard.This indoor walk-in freezer has a .080 textured aluminum floor and a PRS-2 ceiling mount self-contained refrigeration system, and utilizes a 26 gauge acrylic-coated stucco galvanized steel interior and exterior. The insulation on this indoor walk-in freezer is 4in. thick rigid urethane, pour-type and foamed-in-place.""",8933.99 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:Standard,Size:10 foot"
9190033_2,Master-Bilt Walk-in-freezer,"""The Master-Bilt walk-in-freezer is 7'9 wide 8'6 tall insulated indoor walk-in freezer from Master-Bilt with variable depths and comes in heavy duty or standard.This indoor walk-in freezer has a .080 textured aluminum floor and a PRS-2 ceiling mount self-contained refrigeration system, and utilizes a 26 gauge acrylic-coated stucco galvanized steel interior and exterior. The insulation on this indoor walk-in freezer is 4in. thick rigid urethane, pour-type and foamed-in-place.""",9255.99 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:Standard,Size:12 foot"
9190033_3,Master-Bilt Walk-in-freezer,"""The Master-Bilt walk-in-freezer is 7'9 wide 8'6 tall insulated indoor walk-in freezer from Master-Bilt with variable depths and comes in heavy duty or standard.This indoor walk-in freezer has a .080 textured aluminum floor and a PRS-2 ceiling mount self-contained refrigeration system, and utilizes a 26 gauge acrylic-coated stucco galvanized steel interior and exterior. The insulation on this indoor walk-in freezer is 4in. thick rigid urethane, pour-type and foamed-in-place.""",8933.99 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:Heavy Duty,Size:10 foot"
9190033_4,Master-Bilt Walk-in-freezer,"""The Master-Bilt walk-in-freezer is 7'9 wide 8'6 tall insulated indoor walk-in freezer from Master-Bilt with variable depths and comes in heavy duty or standard.This indoor walk-in freezer has a .080 textured aluminum floor and a PRS-2 ceiling mount self-contained refrigeration system, and utilizes a 26 gauge acrylic-coated stucco galvanized steel interior and exterior. The insulation on this indoor walk-in freezer is 4in. thick rigid urethane, pour-type and foamed-in-place.""",9255.99 USD,Open Catalogue > Restaurant > Restaurant Equipment,"Type:Heavy Duty,Size:12 foot"
9190034_1,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Chivalry,Size:10oz"
9190034_2,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Chivalry,Size:12oz"
9190034_3,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Endeavor,Size:12oz"
9190034_4,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Endeavor,Size:14 Ounces"
9190034_5,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Inverness,Size:10oz"
9190034_6,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Inverness,Size:12oz"
9190034_7,Libbey Beverage Glass,"""Impress your customers and guests when you serve ice cold beer, water, soft drinks or mixed drinks with this paneled glass. Straight-paneled sides provide grip. Hammered exterior creates a unique look and feel.""",12.99 USD,Open Catalogue > Restaurant > Glassware,"Design:Inverness,Size:14 Ounces"
9190035_1,CAC Rainbow Plate,"""Adding a splash of color to any room can make a big difference. Therefore, for restaurant or café managers or owners that want to boast a more eclectic décor, they might want to use some of the same color schemes found in a rainbow. Thus, the CAC Rainbow Collection captures those bright reds, blues, greens, and yellows and uses them for their plates, bowls, and cups. To give your dining atmosphere and meal presentation a little pizzazz, have this line of dinnerware sitting on your shelves.""",8.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Color:Black,Diameter:6 inch"
9190035_10,CAC Rainbow Plate,"""Adding a splash of color to any room can make a big difference. Therefore, for restaurant or café managers or owners that want to boast a more eclectic décor, they might want to use some of the same color schemes found in a rainbow. Thus, the CAC Rainbow Collection captures those bright reds, blues, greens, and yellows and uses them for their plates, bowls, and cups. To give your dining atmosphere and meal presentation a little pizzazz, have this line of dinnerware sitting on your shelves.""",8.99 USD,Open Catalogue > Restaurant > Tabletop > Serving Dishes,"Color:Blue,Diameter:8 inch"
